mes;cnae_classe;saldo
3;Atividades auxiliares dos seguros, da previdência complementar e dos planos de saúde não especificadas anteriormente;  -162
3;Atividades auxiliares dos serviços financeiros não especificadas anteriormente;   105
3;Atividades auxiliares dos transportes aéreos;  -806
3;Atividades auxiliares dos transportes aquaviários não especificadas anteriormente;    -7
3;Atividades auxiliares dos transportes terrestres não especificadas anteriormente;   -25
3;Atividades de administração de fundos por contrato ou comissão;    76
3;Atividades de agenciamento marítimo;     1
3;Atividades de apoio à agricultura;  2066
3;Atividades de apoio à educação;    98
3;Atividades de apoio à extração de minerais, exceto petróleo e gás natural;     0
3;Atividades de apoio à extração de petróleo e gás natural;    -3
3;Atividades de apoio à gestão de saúde;   380
3;Atividades de apoio à pecuária;    44
3;Atividades de apoio à produção florestal;   -39
3;Atividades de assistência a idosos, deficientes físicos, imunodeprimidos e convalescentes prestadas em residências coletivas e particulares;   302
3;Atividades de assistência psicossocial e à saúde a portadores de distúrbios psíquicos, deficiência mental e dependência química;   -27
3;Atividades de assistência social prestadas em residências coletivas e particulares;     1
3;Atividades de associações de defesa de direitos sociais; -1673
3;Atividades de atenção à saúde humana não especificadas anteriormente;   347
3;Atividades de atenção ambulatorial executadas por médicos e odontólogos;    20
3;Atividades de atendimento hospitalar;  2381
3;Atividades de bibliotecas e arquivos;    -7
3;Atividades de cobrança e informações cadastrais;  -854
3;Atividades de condicionamento físico;  -405
3;Atividades de consultoria em gestão empresarial;  1232
3;Atividades de contabilidade, consultoria e auditoria contábil e tributária;  -208
3;Atividades de Correio;   -47
3;Atividades de ensino não especificadas anteriormente;    55
3;Atividades de exibição cinematográfica;  -414
3;Atividades de exploração de jogos de azar e apostas;    -1
3;Atividades de fornecimento de infra-estrutura de apoio e assistência a paciente no domicílio;  -523
3;Atividades de gravação de som e de edição de música;   -13
3;Atividades de intermediários em transações de títulos, valores mobiliários e mercadorias;    53
3;Atividades de investigação particular;    -1
3;Atividades de jardins botânicos, zoológicos, parques nacionais, reservas ecológicas e áreas de proteção ambiental;   -24
3;Atividades de limpeza não especificadas anteriormente;   -14
3;Atividades de malote e de entrega;    40
3;Atividades de monitoramento de sistemas de segurança;   -25
3;Atividades de museus e de exploração, restauração artística e conservação de lugares e prédios históricos e atrações similares;    -6
3;Atividades de organização de eventos, exceto culturais e esportivos;  -705
3;Atividades de organizações associativas ligadas à cultura e à arte;    28
3;Atividades de organizações associativas patronais e empresariais;   -18
3;Atividades de organizações associativas profissionais;   -64
3;Atividades de organizações políticas;     1
3;Atividades de organizações religiosas;   -26
3;Atividades de organizações sindicais;   -22
3;Atividades de pós-colheita;    -4
3;Atividades de pós-produção cinematográfica, de vídeos e de programas de televisão;     5
3;Atividades de produção cinematográfica, de vídeos e de programas de televisão;   -46
3;Atividades de profissionais da área de saúde, exceto médicos e odontólogos;    51
3;Atividades de publicidade não especificadas anteriormente;   586
3;Atividades de rádio;   -34
3;Atividades de recreação e lazer não especificadas anteriormente;  -602
3;Atividades de serviços de complementação diagnóstica e terapêutica;  -261
3;Atividades de serviços pessoais não especificadas anteriormente;    20
3;Atividades de serviços prestados principalmente às empresas não especificadas anteriormente;   118
3;Atividades de teleatendimento; -3073
3;Atividades de televisão aberta;   -22
3;Atividades de transporte de valores;    56
3;Atividades de vigilância e segurança privada;  -820
3;Atividades esportivas não especificadas anteriormente;   -37
3;Atividades fotográficas e similares;  -113
3;Atividades funerárias e serviços relacionados;    60
3;Atividades imobiliárias de imóveis próprios;    49
3;Atividades jurídicas, exceto cartórios;  -202
3;Atividades paisagísticas;   166
3;Atividades profissionais, científicas e técnicas não especificadas anteriormente;   -40
3;Atividades relacionadas a esgoto, exceto a gestão de redes;    10
3;Atividades relacionadas à organização do transporte de carga;  -193
3;Atividades técnicas relacionadas à arquitetura e engenharia;  -149
3;Atividades veterinárias;    33
3;Avaliação de riscos e perdas;   -15
3;Bancos comerciais;    19
3;Bancos de investimento;    -6
3;Bancos múltiplos, com carteira comercial;    91
3;Bancos múltiplos, sem carteira comercial;    12
3;Beneficiamento de arroz e fabricação de produtos do arroz;    -6
3;Cabeleireiros e outras atividades de tratamento de beleza;  -607
3;Caixas econômicas;    -1
3;Captação, tratamento e distribuição de água;    10
3;Carga e descarga;   702
3;Cartórios;   321
3;Clubes sociais, esportivos e similares;  -182
3;Coleta de resíduos não-perigosos;   344
3;Coleta de resíduos perigosos;    30
3;Comércio a varejo e por atacado de veículos automotores;  -774
3;Comércio atacadista de animais vivos, alimentos para animais e matérias-primas agrícolas, exceto café e soja;  -104
3;"Comércio atacadista de artigos de escritório e de papelaria; livros, jornais e outras publicações";  -117
3;Comércio atacadista de artigos do vestuário e acessórios;  -453
3;Comércio atacadista de bebidas;   -57
3;Comércio atacadista de café em grão;    -4
3;Comércio atacadista de calçados e artigos de viagem;   -83
3;Comércio atacadista de carnes, produtos da carne e pescado;   -68
3;Comércio atacadista de cereais e leguminosas beneficiados, farinhas, amidos e féculas;    70
3;Comércio atacadista de cimento;    -5
3;Comércio atacadista de combustíveis sólidos, líquidos e gasosos, exceto gás natural e GLP;     8
3;Comércio atacadista de componentes eletrônicos e equipamentos de telefonia e comunicação;   -26
3;Comércio atacadista de computadores, periféricos e suprimentos de informática;   -97
3;Comércio atacadista de cosméticos, produtos de perfumaria e de higiene pessoal;  -413
3;Comércio atacadista de defensivos agrícolas, adubos, fertilizantes e corretivos do solo;     3
3;Comércio atacadista de energia elétrica;    18
3;Comércio atacadista de equipamentos e artigos de uso pessoal e doméstico não especificados anteriormente;  -413
3;Comércio atacadista de ferragens e ferramentas;  -134
3;Comércio atacadista de gás liqüefeito de petróleo (GLP);     4
3;Comércio atacadista de hortifrutigranjeiros;  -257
3;Comércio atacadista de instrumentos e materiais para uso médico, cirúrgico, ortopédico e odontológico;    22
3;Comércio atacadista de leite e laticínios;     1
3;Comércio atacadista de madeira e produtos derivados;   -74
3;"Comércio atacadista de máquinas e equipamentos para uso comercial; partes e peças";   -36
3;"Comércio atacadista de máquinas e equipamentos para uso industrial; partes e peças";  -212
3;"Comércio atacadista de máquinas, aparelhos e equipamentos não especificados anteriormente; partes e peças";    -2
3;"Comércio atacadista de máquinas, aparelhos e equipamentos para uso agropecuário; partes e peças";    43
3;"Comércio atacadista de máquinas, aparelhos e equipamentos para uso odonto-médico-hospitalar; partes e peças";    22
3;"Comércio atacadista de máquinas, equipamentos para terraplenagem, mineração e construção; partes e peças";   -55
3;Comércio atacadista de material elétrico;   -15
3;Comércio atacadista de mercadorias em geral, com predominância de insumos agropecuários;    36
3;Comércio atacadista de mercadorias em geral, com predominância de produtos alimentícios;   112
3;Comércio atacadista de mercadorias em geral, sem predominância de alimentos ou de insumos agropecuários;  -289
3;Comércio atacadista de papel e papelão em bruto e de embalagens;     9
3;Comércio atacadista de produtos alimentícios em geral;   163
3;Comércio atacadista de produtos do fumo;    19
3;Comércio atacadista de produtos farmacêuticos para uso humano e veterinário;   231
3;Comércio atacadista de produtos químicos e petroquímicos, exceto agroquímicos;   -11
3;Comércio atacadista de produtos siderúrgicos e metalúrgicos, exceto para construção;   -39
3;Comércio atacadista de resíduos e sucatas;     0
3;Comércio atacadista de soja;  -116
3;Comércio atacadista de tecidos, artefatos de tecidos e de armarinho;  -175
3;Comércio atacadista especializado de materiais de construção não especificados anteriormente e de materiais de construção em geral;   -96
3;Comércio atacadista especializado de outros produtos intermediários não especificados anteriormente;  -456
3;Comércio atacadista especializado em produtos alimentícios não especificados anteriormente;  -221
3;Comércio de peças e acessórios para veículos automotores;  -793
3;Comércio por atacado e a varejo de motocicletas, peças e acessórios;     7
3;Comércio varejista de artigos de óptica;  -471
3;Comércio varejista de artigos de uso doméstico não especificados anteriormente;  -810
3;Comércio varejista de artigos do vestuário e acessórios; -7828
3;Comércio varejista de artigos médicos e ortopédicos;   -54
3;Comércio varejista de artigos recreativos e esportivos; -1162
3;Comércio varejista de artigos usados;   -19
3;Comércio varejista de bebidas;  -311
3;Comércio varejista de calçados e artigos de viagem; -2835
3;Comércio varejista de carnes e pescados - açougues e peixarias;  -171
3;Comércio varejista de combustíveis para veículos automotores; -1498
3;Comércio varejista de cosméticos, produtos de perfumaria e de higiene pessoal; -1037
3;Comércio varejista de discos, CDs, DVDs e fitas;     3
3;Comércio varejista de ferragens, madeira e materiais de construção;  -835
3;Comércio varejista de gás liqüefeito de petróleo (GLP);   -27
3;Comércio varejista de hortifrutigranjeiros;   191
3;Comércio varejista de jóias e relógios;  -211
